date	company	url	title	result
2026-04-07	Brainware	https://boards-api.greenhouse.io/v1/boards/brainware/jobs	(board scan)	no_interns
2026-04-07	Redpanda	https://boards-api.greenhouse.io/v1/boards/redpanda/jobs	(board scan)	no_interns
2026-04-07	Neon	https://boards-api.greenhouse.io/v1/boards/neondatabase/jobs	(board scan)	no_interns
2026-04-07	Weaviate	https://boards-api.greenhouse.io/v1/boards/weaviate/jobs	(board scan)	no_interns
2026-04-07	Pinecone	https://boards-api.greenhouse.io/v1/boards/pinecone/jobs	(board scan)	no_interns
2026-04-07	Qdrant	https://boards-api.greenhouse.io/v1/boards/qdrant/jobs	(board scan)	no_interns
2026-04-07	Milvus	https://boards-api.greenhouse.io/v1/boards/milvus/jobs	(board scan)	no_interns
2026-04-07	Turbopuffer	https://boards-api.greenhouse.io/v1/boards/turbopuffer/jobs	(board scan)	no_interns
2026-04-07	Chroma	https://boards-api.greenhouse.io/v1/boards/chroma/jobs	(board scan)	no_interns
2026-04-07	LangChain	https://boards-api.greenhouse.io/v1/boards/langchain/jobs	(board scan)	no_interns
2026-04-07	Amazon	https://www.amazon.jobs/en/jobs/2964691/software-development-engineer-internship-2026-us	Software Development Engineer Internship	dedup_003
2026-04-07	Amazon	https://www.amazon.jobs/en/jobs/2964692/software-development-engineer-internship-2026-us	Software Development Engineer Internship	dedup_003
2026-04-07	Apple	https://jobs.apple.com/en-us/details/PIPE-200573875/machine-learning-ai-internships	Machine Learning / AI Internships	no_match_grad
2026-04-07	Microsoft	https://jobs.careers.microsoft.com/global/en/job/1811009	Software Engineering: Intern Opportunities for University Students	no_match_grad (requires graduating 2026 or 2027)
2026-04-07	Meta	https://www.metacareers.com/v2/jobs/2150918398754206/	Data Scientist Intern, Product Analytics	dedup_046
2026-04-07	Google	https://www.google.com/about/careers/applications/jobs/results/98240822830473926	Software Engineering Intern, Summer 2026	dedup_060
2026-04-07	Netflix	https://jobs.lever.co/netflix/e3ba9b6b-5c4d-4b5b-9e8c-4d9b2f7e0c1a	Machine Learning Intern (Summer 2026)	no_interns (no intern listings found)
2026-04-07	Spotify	https://jobs.lever.co/spotify	(board scan)	no_match_grad
2026-04-07	Spotify	https://jobs.lever.co/spotify/a2cc2456-1b12-4c3a-9b6d-ef0f1234a5b6	Data Science Intern (Summer 2026)	no_match_grad
2026-04-07	DoorDash	https://boards-api.greenhouse.io/v1/boards/doordash/jobs	(board scan)	no_match_grad
2026-04-07	DoorDash	https://job-boards.greenhouse.io/doordash/jobs/6537907	Software Engineer Intern (Summer 2026)	no_match_grad (requires December 2026 graduation)
2026-04-07	Uber	https://www.uber.com/us/en/careers/list/129369/	Software Engineering Internship (US)	dedup_001
2026-04-07	Airbnb	https://careers.airbnb.com/positions/6571636	Software Engineering Intern, Summer 2026	no_match_grad (December 2026 graduation required)
2026-04-07	Lyft	https://app.careerpuck.com/job-board/lyft	(board scan)	no_match_grad
2026-04-07	Lyft	https://app.careerpuck.com/job-board/lyft/job/7363966	Software Engineering Intern	no_match_grad (Class of 2027 required)
2026-04-07	Snapchat	https://snap.com/en-US/jobs	(board scan)	no_match_grad
2026-04-07	Snapchat	https://wd1.myworkdayjobs.com/en-US/snap_jobs/job/Snap-Software-Engineer-Intern_R0047196	Software Engineer Intern	no_match_grad (Class of 2027 required)
2026-04-07	TikTok	https://careers.tiktok.com/position/7448580220001576222/detail	Software Engineer Intern (Product) — Summer 2026	dedup_055
2026-04-07	Twilio	https://boards-api.greenhouse.io/v1/boards/twilio/jobs	(board scan)	no_interns
2026-04-07	Zendesk	https://boards-api.greenhouse.io/v1/boards/zendesk/jobs	(board scan)	no_interns
2026-04-07	Shopify	https://www.shopify.com/careers/search?specialties%5B%5D=intern	(board scan)	no_interns (Canadian co-op program)
2026-04-07	Robinhood	https://boards-api.greenhouse.io/v1/boards/robinhood/jobs	(board scan)	no_interns
2026-04-07	Stripe	https://stripe.com/jobs/search?location_filter=worldwide&teams=university&office=any&remote=any&countries=US	(board scan)	no_match_grad
2026-04-07	Stripe	https://stripe.com/jobs/listing/software-engineer-intern/6413507	Software Engineer, Intern	no_match_grad (requires Dec 2025 - Dec 2026 grad)
2026-04-07	Plaid	https://boards-api.greenhouse.io/v1/boards/plaid/jobs	(board scan)	no_interns
2026-04-07	Chime	https://boards-api.greenhouse.io/v1/boards/chime/jobs	(board scan)	no_interns
2026-04-07	Brex	https://boards-api.greenhouse.io/v1/boards/brex/jobs	(board scan)	no_interns
2026-04-07	Wise	https://boards-api.greenhouse.io/v1/boards/wise/jobs	(board scan)	no_interns
2026-04-07	Ramp	https://boards-api.greenhouse.io/v1/boards/ramp/jobs	(board scan)	no_interns
2026-04-07	Affirm	https://boards-api.greenhouse.io/v1/boards/affirm/jobs	(board scan)	no_interns
2026-04-07	SoFi	https://boards-api.greenhouse.io/v1/boards/sofi/jobs	(board scan)	no_interns
2026-04-07	Palantir	https://www.palantir.com/careers/job-board/	(board scan)	no_match_grad (all 2026 SWE intern postings require graduating by Aug 2026)
2026-04-07	Palantir	https://jobs.lever.co/palantir/73f6f11a-6a63-4b4f-87e9-77ddbe3c2baf	Software Engineer, Internship	no_match_grad
2026-04-07	Two Sigma	https://careers.twosigma.com/careers/Internship/jobs/13353	Software Engineer Internship - NYC (Summer 2026)	dedup_038
2026-04-07	D.E. Shaw	https://www.deshaw.com/careers/software-developer-intern-new-york-summer-2026-5527	Software Developer Intern (New York, Summer 2026)	dedup_073
2026-04-07	Jane Street	https://www.janestreet.com/join-jane-street/internships/	(board scan)	no_match_grad (requires penultimate year - graduating 2027)
2026-04-07	Jane Street	https://www.janestreet.com/join-jane-street/open-roles/internship/software-engineer/	Software Engineer, Intern	no_match_grad
2026-04-07	Citadel LLC	https://www.citadel.com/careers/open-opportunities/students/internships/	(board scan)	dedup_039/086/092
2026-04-07	Hudson River Trading	https://www.hudsonrivertrading.com/careers/job/?gh_jid=4002972005	Algorithm Development Intern - PhD	no_match_degree (requires PhD)
2026-04-07	Hudson River Trading	https://www.hudsonrivertrading.com/hrt-job/software-engineering-internship-summer-2026/	Software Engineering Internship - Summer 2026	dedup_040
2026-04-07	Jump Trading	https://www.jumptrading.com/careers/	(board scan)	no_match_grad (all active Summer 2026 roles show Dec 2026 - Feb 2027 grad requirement)
2026-04-07	Jump Trading	https://www.jumptrading.com/careers/6946008/	Campus Software Engineer Intern (Summer 2026)	dedup_087
2026-05-13	Anthropic	https://boards-api.greenhouse.io/v1/boards/anthropic/jobs	(board scan)	no_new (Fellows Program tracks only — deadline Apr 26 passed; dedup_093)
2026-05-13	xAI	https://boards-api.greenhouse.io/v1/boards/xai/jobs	(board scan)	no_new (API 403; no new intern listings found via search)
2026-05-13	Character AI	https://boards-api.greenhouse.io/v1/boards/characterai/jobs	(board scan)	no_interns
2026-05-13	Together AI	https://boards-api.greenhouse.io/v1/boards/togetherai/jobs	(board scan)	no_interns
2026-05-13	Inflection	https://boards-api.greenhouse.io/v1/boards/inflectionai/jobs	(board scan)	no_interns
2026-05-13	AI21	https://boards-api.greenhouse.io/v1/boards/ai21labs/jobs	(board scan)	no_interns
2026-05-13	Stability AI	https://boards-api.greenhouse.io/v1/boards/stabilityai/jobs	(board scan)	no_interns
2026-05-13	Scale AI	https://job-boards.greenhouse.io/scaleai/jobs/4606060005	Machine Learning Research Intern (Summer 2026)	no_match_grad (requires Fall 2026/Spring 2027 grad)
2026-05-13	Scale AI	https://job-boards.greenhouse.io/scaleai/jobs/4677519005	AI Deployment Strategist Intern	no_match_profile (consulting/strategy role; no engineering building component)
2026-05-13	Databricks	https://boards-api.greenhouse.io/v1/boards/databricks/jobs	(board scan)	no_interns (API 403; no listings found via search)
2026-05-13	Datadog	https://boards-api.greenhouse.io/v1/boards/datadog/jobs	(board scan)	no_interns (API 403; no listings found via search)
2026-05-13	Arize AI	https://boards-api.greenhouse.io/v1/boards/arizeai/jobs	(board scan)	no_interns
2026-05-13	Weaviate	https://boards-api.greenhouse.io/v1/boards/weaviate/jobs	(board scan)	no_interns
2026-05-13	Vercel	https://boards-api.greenhouse.io/v1/boards/vercel/jobs	(board scan)	no_interns
2026-05-13	GitHub	https://www.github.careers/early-in-profession/jobs/4958	Applied Science Intern	no_match_degree (PhD required)
2026-05-13	GitLab	https://boards-api.greenhouse.io/v1/boards/gitlab/jobs	(board scan)	no_interns
2026-05-13	Replit	https://boards-api.greenhouse.io/v1/boards/replit/jobs	(board scan)	dedup_004
2026-05-13	Retool	https://boards-api.greenhouse.io/v1/boards/retool/jobs	(board scan)	no_interns
2026-05-13	Supabase	https://boards-api.greenhouse.io/v1/boards/supabase/jobs	(board scan)	no_interns
2026-05-13	Render	https://boards-api.greenhouse.io/v1/boards/render/jobs	(board scan)	no_interns
2026-05-13	Sourcegraph	https://boards-api.greenhouse.io/v1/boards/sourcegraph/jobs	(board scan)	no_interns
2026-05-13	dbt Labs	https://boards-api.greenhouse.io/v1/boards/dbtlabsinc/jobs	(board scan)	no_interns
2026-05-13	Postman	https://boards-api.greenhouse.io/v1/boards/postman/jobs	(board scan)	dedup_051
2026-05-13	OpenAI	https://openai.com/careers/software-engineer-systems-research-internship-applied-emerging-talent-(summer-2026)-san-francisco/	Software Engineer Systems Research Internship Applied Emerging Talent (Summer 2026)	no_match_degree (PhD required; $67/hr)
2026-05-13	Cursor	https://jobs.ashbyhq.com/cursor	(board scan)	no_interns
2026-05-13	Perplexity	https://jobs.ashbyhq.com/perplexity-ai	(board scan)	no_interns
2026-05-13	Cohere	https://jobs.ashbyhq.com/cohere/2c669d85-e3d7-43f1-aa43-be33e12ff8a5	Machine Learning Intern/Co-op (Spring/Summer 2026)	report_155 (3.0/5)
2026-05-13	Cohere	https://jobs.ashbyhq.com/cohere/8c035d3d-081d-4c8a-914a-72f4efaad254	Software Engineer Intern (Fall/Winter 2026)	report_156 (3.0/5 — fall schedule conflict)
2026-05-13	Adept	https://jobs.ashbyhq.com/adept	(board scan)	no_interns
2026-05-13	Modal	https://jobs.ashbyhq.com/modal	(board scan)	no_interns
2026-05-13	LangChain	https://jobs.ashbyhq.com/langchain	(board scan)	no_interns
2026-05-13	Pinecone	https://jobs.ashbyhq.com/pinecone/ee430f96-5d27-40c4-a1e9-1442ad7f9aed	Intern: Science NYC	no_match_degree (PhD required)
2026-05-13	Linear	https://jobs.ashbyhq.com/linear	(board scan)	no_interns
2026-05-13	Fly.io	https://jobs.ashbyhq.com/fly.io	(board scan)	no_results (board not found)
2026-05-13	Railway	https://jobs.ashbyhq.com/railway	(board scan)	no_interns
2026-05-13	Mistral	https://jobs.lever.co/mistral	(board scan)	no_match (internships are Paris/Europe-based, require Master's or PhD)
2026-05-13	W&B	https://jobs.lever.co/wandb	(board scan)	no_interns
2026-05-13	Hugging Face	https://apply.workable.com/huggingface/j/9E5944D267	Machine Learning Engineer Internship, Gradio	report_157 (3.2/5)
2026-05-13	Hugging Face	https://apply.workable.com/huggingface/j/6E9686A620/	ML Open Source Engineer Internship (skops)	report_158 (3.2/5)
2026-05-13	Hugging Face	https://apply.workable.com/huggingface/j/423E512A62/	ML Research Engineer Internship, Multimodal	no_match_skills (research-heavy, no deep multimodal/ViT experience; similar to report_094)
2026-05-13	Hugging Face	https://apply.workable.com/huggingface/j/D04BE4F4A3	Machine Learning Engineer Internship, WebML	no_match_skills (browser/WASM ML; not George's stack)
2026-05-13	Hugging Face	https://apply.workable.com/huggingface/j/B952461BFF	Machine Learning Engineer Internship, AI Energy Score	no_match_profile (niche environmental measurement; no background)
2026-05-13	Hugging Face	https://apply.workable.com/huggingface/j/CF90BFDC06	Machine Learning Engineer Internship, Quantization	no_match_skills (model quantization INT8/GGUF; no background)
2026-05-13	Stripe	https://stripe.com/jobs/listing/software-engineer-intern-summer-and-winter/7210115/apply	Software Engineer Intern (Summer and Winter)	dedup_052 (same role, new job ID 7210115; rising junior ≥2yr univ confirmed OK)
2026-05-13	Plaid	https://app.ripplematch.com/v2/public/job/146d369a	Software Engineering Intern Summer 2026	no_match_grad (Winter 2026/Spring 2027 req; application window closed Nov 2025)
2026-05-13	Brex	https://www.brex.com/careers/8434385002?gh_jid=8434385002	Software Engineer Internship 2026	no_match_grad (graduating BA/BS 2026 required)
2026-05-13	Mercury	https://nodesk.co/remote-jobs/mercury-backend-engineering-intern-summer-2026/	Backend Engineering Intern Summer 2026	closed (application deadline was January 12 2026; dedup_140)
2026-05-13	Ramp	https://jobs.ashbyhq.com/ramp/c50962b5-c641-4d44-bbe5-7f1d6e7ce51f	Software Engineer Internship Backend	dedup_006 (same role relisted; grad Dec 2026-2028 confirmed; George qualifies)
2026-05-13	Robinhood	https://job-boards.greenhouse.io/robinhood/jobs/7239268	Software Engineering Intern Backend Summer 2026	no_match_grad (Winter 2026/Spring 2027 required)
2026-05-13	Coinbase	https://boards-api.greenhouse.io/v1/boards/coinbase/jobs	(board scan)	dedup_024/137/138 (API blocked; existing reports sufficient)
2026-05-13	Block	https://boards-api.greenhouse.io/v1/boards/block/jobs	(board scan)	dedup_026 (API blocked; existing report sufficient)
2026-05-13	Chime	https://careers.chime.com/early-talent/	Software Engineer Intern Summer 2026	no_match_grad (graduating Dec 2026/Summer 2027 required)
2026-05-13	Affirm	https://job-boards.greenhouse.io/affirm/jobs/7528020003	Software Engineering Intern Summer 2026	dedup_009 (same SWE role; GH ID 7528020003; remote-first; dedup existing report)
2026-05-13	SoFi	https://www.sofi.com/careers/university-recruiting/	Software Engineer Intern Summer 2026	no_match_grad (Dec 2026/Spring 2027 req; below comp target $36k+)
2026-05-13	Atlassian	https://boards-api.greenhouse.io/v1/boards/atlassian/jobs	(board scan)	dedup_128 (API blocked; existing report sufficient)
2026-05-13	HubSpot	https://www.hubspot.com/careers/students/intern-coop	Software Engineering Intern Co-op Program	likely_closed (applications open fall 2025; grad req unclear; $54/hr; verify direct)
2026-05-13	Twilio	https://boards-api.greenhouse.io/v1/boards/twilio/jobs	(board scan)	dedup_102 (API blocked; existing report sufficient)
2026-05-13	Grammarly	https://boards-api.greenhouse.io/v1/boards/grammarly/jobs	(board scan)	dedup_021/103 (API blocked; existing reports sufficient)
2026-05-13	Zoom	https://boards-api.greenhouse.io/v1/boards/zoomvideocommunications/jobs	(board scan)	dedup_104 (API blocked; existing report sufficient)
2026-05-13	Intercom	https://www.intercom.com/careers	(board scan)	no_interns (no 2026 intern listing found)
2026-05-13	CrowdStrike	https://crowdstrike.wd5.myworkdayjobs.com/crowdstrikecareers/job/USA---Redmond-WA/Software-Engineer-Intern---Summer-2026_R26636	Software Engineer Intern Summer 2026	no_match_grad (Dec 2026-Aug 2027 required; Sunnyvale/Redmond)
2026-05-13	SentinelOne	https://jobs.accel.com/companies/sentinelone/jobs/72812479-ai-machine-learning-engineer-intern	AI Machine Learning Engineer Intern	no_match_comp ($31/hr; well below $40/hr target; June 8-Aug 14 2026; remote)
2026-05-13	Palo Alto Networks	https://boards-api.greenhouse.io/v1/boards/paloaltonetworks/jobs	(board scan)	dedup_055 (API blocked; existing report sufficient)
2026-05-13	Vanta	https://jobs.ashbyhq.com/vanta	(board scan)	unclear (no public grad req; year-round program; check vanta.com/company/careers directly)
2026-05-13	Cloudflare	https://boards-api.greenhouse.io/v1/boards/cloudflare/jobs	(board scan)	dedup_005/073/107 (API blocked; existing reports sufficient)
2026-05-13	MongoDB	https://boards-api.greenhouse.io/v1/boards/mongodb/jobs	(board scan)	dedup_019 (API blocked; existing report sufficient)
2026-05-13	Snowflake	https://boards-api.greenhouse.io/v1/boards/snowflake/jobs	(board scan)	dedup_053/108/109 (API blocked; existing reports sufficient)
2026-05-13	Elastic	https://boards-api.greenhouse.io/v1/boards/elastic/jobs	(board scan)	no_interns (no 2026 intern listing found)
2026-05-13	Confluent	https://careers.confluent.io/jobs/job/d9ebd50b-967e-4f35-8ebd-f0ce2705136a	2026 Software Engineering Intern (Austin TX)	no_match_grad (Dec 2026-Aug 2027 req; $45-61/hr; hybrid Austin 3d/wk)
2026-05-13	HashiCorp	https://www.hashicorp.com/en/careers/early-career-program	Software Engineering Intern Undergraduate	no_interns (no active 2026 Summer listing found; absorbed by IBM)
2026-05-13	Grafana Labs	https://grafana.com/careers/	(board scan)	no_interns (no 2026 Summer intern listing found)
2026-05-13	DigitalOcean	https://boards-api.greenhouse.io/v1/boards/digitalocean/jobs	(board scan)	dedup_056/133 (API blocked; existing reports sufficient)
2026-05-13	PagerDuty	https://careers.pagerduty.com/jobs/search	(board scan)	no_interns (no 2026 Summer intern listing found)
2026-05-13	Figma	https://boards-api.greenhouse.io/v1/boards/figma/jobs	(board scan)	dedup_010 (API blocked; existing report sufficient)
2026-05-13	Notion	https://boards-api.greenhouse.io/v1/boards/notion/jobs	(board scan)	dedup_002/003/115 (API blocked; existing reports sufficient)
2026-05-13	Canva	https://www.lifeatcanva.com/en/early-careers/	Software Engineer Intern 2026/27	no_match_geo (Australia/NZ only; Dec 2026-Feb 2027 program; app deadline May 1 2026)
2026-05-13	Airtable	https://airtable.com/careers	(board scan)	no_interns (only New Grad 2026 found; no intern program listed)
2026-05-13	Asana	https://asana.com/jobs/intern	Software Engineering Intern Summer 2026	no_match_geo (Warsaw and Reykjavik only; no US location)
2026-05-13	Dropbox	https://boards-api.greenhouse.io/v1/boards/dropbox/jobs	(board scan)	dedup_014/095/130 (API blocked; existing reports sufficient)
2026-05-13	Rippling	https://boards-api.greenhouse.io/v1/boards/rippling/jobs	(board scan)	dedup_027/111/112 (API blocked; existing reports sufficient)
2026-05-13	Navan	https://navan.com/careers	(board scan)	no_interns (no 2026 intern listing found)
2026-05-13	Flexport	https://www.flexport.com/careers/jobs/	(board scan)	no_interns (no confirmed 2026 Summer listing; historic program exists at $46/hr)
2026-05-13	Verkada	https://job-boards.greenhouse.io/verkada/jobs/4836993007	Backend Software Engineering Intern 2026	no_match_grad (graduating by June 2027 required; San Mateo in-office; $65/hr)
2026-05-13	Samsara	https://boards-api.greenhouse.io/v1/boards/samsara/jobs	(board scan)	dedup_136 (API blocked; existing report sufficient)
2026-05-13	Whatnot	https://boards-api.greenhouse.io/v1/boards/whatnot/jobs	(board scan)	dedup_007 (API blocked; existing report sufficient; grad mismatch noted)
2026-05-13	Etsy	https://boards-api.greenhouse.io/v1/boards/etsy/jobs	(board scan)	dedup_032 (API blocked; existing report sufficient; grad mismatch noted)
2026-05-13	Deel	https://jobs.ashbyhq.com/deel	(board scan)	no_interns (no intern listing found; fully remote FTE only)
2026-05-13	Webflow	https://webflow.com/careers	(board scan)	no_intern_program (confirmed no intern program as of 2026)
2026-05-13	Anduril	https://job-boards.greenhouse.io/andurilindustries/jobs/4807506007	Software Engineer Intern Summer 2026	dedup_029 (rising senior requirement confirmed; George rising junior — no_match_grad)
2026-05-13	Shield AI	https://jobs.lever.co/shieldai/84ed6c2d-a904-4459-9ddb-254561df2439	Software Engineering Intern 2026 Summer	no_match_grad (Dec 2026 or Spring 2027 req; 10-week onsite; $50/hr)
2026-05-13	Tempus	https://www.builtinchicago.org/job/software-engineering-summer-analystassociate/3788636	Software Engineering Summer Analyst AI/ML Platform	no_match_grad (Summer 2026 bachelor completion or Winter 2025-Summer 2026 masters; Chicago hybrid)
2026-05-13	Recursion	https://boards-api.greenhouse.io/v1/boards/recursion/jobs	(board scan)	dedup_020 (API blocked; existing report sufficient)
2026-05-13	Insitro	https://boards-api.greenhouse.io/v1/boards/insitro/jobs	(board scan)	dedup_057 (API blocked; existing report sufficient)
2026-05-13	Cruise	https://getcruise.com/careers/	2026 Summer Intern Software Engineer	no_match_grad (Dec 2026-June 2027 req; GM-owned)
2026-05-13	Nuro	https://boards-api.greenhouse.io/v1/boards/nuro/jobs	(board scan)	dedup_023 (API blocked; existing report sufficient)
2026-05-13	Aurora	https://boards-api.greenhouse.io/v1/boards/auroradriver/jobs	(board scan)	dedup_028 (API blocked; existing report sufficient)
2026-05-13	Duolingo	https://boards-api.greenhouse.io/v1/boards/duolingo/jobs	(board scan)	dedup_114/129 (API blocked; existing reports sufficient)
2026-05-13	Toast	https://careers.toasttab.com/early-career	Software Engineering Intern	no_interns (no confirmed 2026 Summer listing; check fall 2026 for 2027 cycle)
2026-05-13	Gusto	https://boards-api.greenhouse.io/v1/boards/gusto/jobs	(board scan)	dedup_054/134 (API blocked; existing reports sufficient)
2026-05-13	Glean	https://job-boards.greenhouse.io/gleanwork/jobs/4595665005	Software Engineer Intern Summer 2026	dedup_031 (no_match_grad confirmed: Fall 2026/Spring 2027 req; $57-69/hr Palo Alto/SF hybrid)
2026-05-13	Sigma Computing	https://job-boards.greenhouse.io/sigmacomputing/jobs/7501718003	Software Engineering Intern Summer 2026	dedup_008 (same role relisted; existing report sufficient)
2026-05-13	Waymo	https://careers.withwaymo.com/jobs/2026-summer-intern-bs-ms-software-engineer-sqr-san-francisco-california-united-states	2026 Summer Intern BS/MS Software Engineer SQR	report_159 (3.9/5; SF hybrid; $60-70/hr; SQL+Python match; rolling deadline)
2026-05-13	Waymo	https://careers.withwaymo.com/jobs/2026-summer-intern-bs-ms-software-engineering-simulation-mountain-view-california-united-states	2026 Summer Intern BS/MS Software Engineering Simulation	report_160 (3.2/5; C++ heavy = major gap; do not prioritize)
